source_name,source_url,forecast_date,outlook_date,price_usd,price_range_min,price_range_max,context,scraped_date
www.mining.com,https://www.mining.com/activists-hollywood-take-down-top-50-mining-company/,2024-01-31,January 2016,120.0,,,"e over the last few years. In January 2016, Anglo’s market cap fell below $5 billion after it came close to suffocating under a pile of debt . Against expectations, iron ore seems to be holding above $120 a tonne, Chinese property bankruptcies and Beijing’s tepid stimulus response notwithstanding. Iron ore’s resilience despite Chinese troubles has also kept the share prices of the other diversifie",2025-11-06 21:24:37
www.mining.com,https://www.mining.com/big-5-diversified-mining-companies-are-having-a-rough-2024/,2024-04-05,2024,100.0,,,"d lithium’s 2024 good fortune also looks in danger of petering out. Sentiment towards PGMs has hardly improved with both platinum and palladium drifting lower in 2024. Even iron ore prices back above $100 a tonne – the bread and butter of the diversified majors – was not enough for investors to jump back into the sector. Gold, copper boost First Quantum Minerals with market valuation up 58% in US",2025-11-06 21:32:23
www.mining.com,https://www.mining.com/gold-boom-drives-rising-costs-for-aussie-producers/,2025-08-22,,,105.0,125.0,", and there’s been that build-up,” he said. Evolution Mining (ASX: EVN) guided AISC costs of A$1,720-1,880/oz for FY26, up from A$1,572/oz in FY25. The guidance factored in 4% inflation, equating to A$105-125/oz. According to the company, around 50% of its cost base is labor. Western Australia producer Ramelius Resources (ASX: RMS) reported AISC of A$1,551/oz for FY25. While the company is yet to",2025-11-06 21:47:18
www.mining.com,https://www.mining.com/gold-boom-drives-rising-costs-for-aussie-producers/,2025-08-22,,,30.0,35.0,"CGM in Kalgoorlie , which is also one of Australia’s largest gold mines. The workforce is largely residential, but a A$1.5 billion plant expansion currently underway has forced the company to invest A$30-35 million in an accommodation camp and increase its reliance on a fly-in, fly-out (FIFO) workforce. Tonkin said that given the expansion construction jobs were temporary, it didn’t motivate peopl",2025-11-06 21:47:18
www.mining.com,https://www.mining.com/iron-ore-price-reaches-multi%e2%80%91month-highs-on-mega%e2%80%91dam-announcement/,2025-07-21,,103.6,,,"tember iron ore contract on the Dalian Commodity Exchange climbed 2.08 % to ¥809/ton ($112.74), peaking at ¥819, the highest since February 26. The Singapore Exchange’s August contract rose 2.81 % to $103.60 a tonne, its highest since February 27. China announced that construction has begun on the world’s largest hydropower dam, a project expected to require three to four times more steel than the",2025-11-06 21:52:06
www.mining.com,https://www.mining.com/iron-ore-prices-hit-over-one-week-high-as-rio-tinto-suspends-work-at-simandou/,2025-08-25,,103.3,,,"Commodity Exchange (DCE) closed daytime trading 2.27% higher at 787 yuan ($110.06) per tonne, its highest level since August 14. On the Singapore Exchange, benchmark September iron ore rose 2.69% to $103.3 per tonne as of 0810 GMT, also the highest since August 14. Rio Tinto, the world’s largest iron ore producer, holds two of the four Simandou mining blocks through its SimFer joint venture with",2025-11-06 21:52:09
www.mining.com,https://www.mining.com/web/aluminum-steel-most-exposed-metals-to-trump-tariffs-citi-says/,,,,100.0,150.0,"rts account for 24% of the American supply, with Canada providing a quarter of the amount and Mexico about 15%. A 25% tariff as announced by Trump on Monday would likely cause steel prices to rise by $100 to $150 a short ton, the analysts said in a Nov. 26 note. For US aluminum prices, the Midwest premium over that of the London Metal Exchange could more than double to as much as 50 cents more — a",2025-11-06 22:33:38
www.mining.com,https://www.mining.com/web/anglo-american-to-produce-iron-ore-from-vales-deposit-in-brazil/,,,100.0,,,"will contribute Serpentina and $157.5 million in cash to acquire a 15% shareholding in the enlarged Minas-Rio, subject to completion adjustments. If the average benchmark iron ore price remains above $100/t or below $80/t for four years, a purchase price adjustment payment will be made to Anglo American or Vale, respectively, in line with an agreed formula. Following completion of the transaction,",2025-11-06 22:34:10
www.mining.com,https://www.mining.com/web/anglo-american-to-produce-iron-ore-from-vales-deposit-in-brazil/,,,80.0,,,"Serpentina and $157.5 million in cash to acquire a 15% shareholding in the enlarged Minas-Rio, subject to completion adjustments. If the average benchmark iron ore price remains above $100/t or below $80/t for four years, a purchase price adjustment payment will be made to Anglo American or Vale, respectively, in line with an agreed formula. Following completion of the transaction, Vale will recei",2025-11-06 22:34:10
www.mining.com,https://www.mining.com/web/australian-iron-ore-giants-shares-sink-on-disappointing-china-stimulus/,,2026,85.0,,,"s, could also hurt demand for Australia’s biggest exports to China – iron ore and coal. Analysts at Citi last week forecast a grim near-term outlook for iron ore prices, expecting iron ore to average $85 per tonne in 2026 down from roughly $105 per tonne on Nov. 11. Additional supply from Simandou in Guinea, incremental supply from Australia and Brazil, and overall weak demand from Chinese custome",2025-11-06 22:36:34
www.mining.com,https://www.mining.com/web/australian-iron-ore-giants-shares-sink-on-disappointing-china-stimulus/,,2026,105.0,,,"s biggest exports to China – iron ore and coal. Analysts at Citi last week forecast a grim near-term outlook for iron ore prices, expecting iron ore to average $85 per tonne in 2026 down from roughly $105 per tonne on Nov. 11. Additional supply from Simandou in Guinea, incremental supply from Australia and Brazil, and overall weak demand from Chinese customers at a time when steel producers are tr",2025-11-06 22:36:34
www.mining.com,https://www.mining.com/web/australian-miner-stocks-trail-global-peers-as-iron-ore-drags/,,,100.0,,,"p continues to damp steel demand. Both Rio Tinto and BHP get more than half of their revenue from China. Still, there might be some positives for miners: ore prices are rebounding after dipping below $100 a ton, and quarterly production updates from BHP and Rio Tinto cast copper as a bright spot for both miners. SBG Securities analyst Tim Clark raised the recommendation on BHP to buy from hold fol",2025-11-06 22:36:42
www.mining.com,https://www.mining.com/web/australias-iron-ore-giants-to-lean-conservative-on-dividends-analysts-say/,,,120.0,,,"e expected to limit dividend payouts in their half-year results this week, keeping cash on hand for large capital spending on energy transition-linked growth, analysts said. Iron ore prices averaging $120 a tonne and well above historical levels have supported profits this year for BHP, Rio Tinto and Fortescue. Diversified miners BHP and Rio Tinto, which are reporting their half- and full-year res",2025-11-06 22:37:14
