source_name,source_url,forecast_date,outlook_date,price_usd,price_range_min,price_range_max,context,scraped_date
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=5,,Q3 2025,93.0,,,"Jan-Sept 2025, announces $45 million ferrochrome investment in the US 30 Oct Free S. Korea’s POSCO posts higher net profit for Q3 2025 30 Oct Free Goldman Sachs raises 2026 iron ore price forecast to $93/mt but keeps bearish market outlook 30 Oct Free EUROMETAL: Distribution activity stabilized, confidence in a sustained recovery remains weak 30 Oct Free Turkey-based Çemtaş reports net profit and",2025-11-16 17:27:30
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=5#collapseExample,,Q3 2025,93.0,,,"Jan-Sept 2025, announces $45 million ferrochrome investment in the US 30 Oct Free S. Korea’s POSCO posts higher net profit for Q3 2025 30 Oct Free Goldman Sachs raises 2026 iron ore price forecast to $93/mt but keeps bearish market outlook 30 Oct Free EUROMETAL: Distribution activity stabilized, confidence in a sustained recovery remains weak 30 Oct Free Turkey-based Çemtaş reports net profit and",2025-11-16 17:27:31
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=7,,2050,,25.0,30.0,"rtescue’s iron ore production and shipments up in Q1 FY 2025-26 24 Oct Free China’s Stellar Steel to invest $450 million in new steel plant in Nigeria 24 Oct Free OECD: S. Africa’s steel sector needs $25-30 billion to cut emissions by 85% by 2050 24 Oct Free JSW Steel to establish scrap processing facility in Chennai 24 Oct Free EU adopts 19th sanctions package targeting Russia’s energy, finance a",2025-11-16 17:27:35
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=7#collapseExample,,2050,,25.0,30.0,"rtescue’s iron ore production and shipments up in Q1 FY 2025-26 24 Oct Free China’s Stellar Steel to invest $450 million in new steel plant in Nigeria 24 Oct Free OECD: S. Africa’s steel sector needs $25-30 billion to cut emissions by 85% by 2050 24 Oct Free JSW Steel to establish scrap processing facility in Chennai 24 Oct Free EU adopts 19th sanctions package targeting Russia’s energy, finance a",2025-11-16 17:27:37
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/australias-cokal-begins-in-house-coal-production-at-bbm-mine-in-indonesia-1416562.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-16 17:29:06
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/australias-whitehaven-coal-posts-lower-coal-output-and-higher-sales-in-q1-fy-2025-26-1416923.htm,,,,37.0,41.0,g-term. Whitehaven’s metallurgical coal portfolio is expected to benefit from these supply constrained market dynamics. The company’s coal production guidance for the financial year 2025-26 is at the range of 37.0-41.0 million mt and its coal sales guidance at the range of 29.5-33.0 million mt. Tags: Australia Oceania Production Similar articles Fortescue’s iron ore production and shipments up in,2025-11-16 17:29:12
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/australias-whitehaven-coal-posts-lower-coal-output-and-higher-sales-in-q1-fy-2025-26-1416923.htm,,,,29.5,33.0,benefit from these supply constrained market dynamics. The company’s coal production guidance for the financial year 2025-26 is at the range of 37.0-41.0 million mt and its coal sales guidance at the range of 29.5-33.0 million mt. Tags: Australia Oceania Production Similar articles Fortescue’s iron ore production and shipments up in Q1 FY 2025-26 24 Oct | Steel News BHP Billiton’s iron ore output,2025-11-16 17:29:12
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bhp-mitsubishi-alliance-to-suspend-saraji-south-coal-mine-in-queensland-1410613.htm,,July 2022,175.0,,,"combined impact of unsustainable state coal royalties and market conditions: In July 2022, Queensland’s state government sharply raised royalties, introducing a 20 percent rate for coal priced above A$175/mt and a top tier of 40 percent for prices over A$300/mt. Previously, royalties were capped at 15 percent for coal above A$150/mt. BHP CEO Mike Henry criticized the royalty hike, calling it impos",2025-11-16 17:29:45
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bhp-mitsubishi-alliance-to-suspend-saraji-south-coal-mine-in-queensland-1410613.htm,,July 2022,300.0,,,"and market conditions: In July 2022, Queensland’s state government sharply raised royalties, introducing a 20 percent rate for coal priced above A$175/mt and a top tier of 40 percent for prices over A$300/mt. Previously, royalties were capped at 15 percent for coal above A$150/mt. BHP CEO Mike Henry criticized the royalty hike, calling it imposed without industry consultation. Meanwhile, coking co",2025-11-16 17:29:45
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bhp-mitsubishi-alliance-to-suspend-saraji-south-coal-mine-in-queensland-1410613.htm,,July 2022,150.0,,,"y raised royalties, introducing a 20 percent rate for coal priced above A$175/mt and a top tier of 40 percent for prices over A$300/mt. Previously, royalties were capped at 15 percent for coal above A$150/mt. BHP CEO Mike Henry criticized the royalty hike, calling it imposed without industry consultation. Meanwhile, coking coal prices spiked above A$600/mt after Russia’s 2022 invasion of Ukraine a",2025-11-16 17:29:45
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bhp-mitsubishi-alliance-to-suspend-saraji-south-coal-mine-in-queensland-1410613.htm,,July 2022,190.0,,,"ed the royalty hike, calling it imposed without industry consultation. Meanwhile, coking coal prices spiked above A$600/mt after Russia’s 2022 invasion of Ukraine and have since normalized to around A$190/mt. Medium-term outlook BHP stressed that, while medium-term demand for hard coking coal remains strong, sustaining operations in lower-margin mine areas is no longer viable under the current cos",2025-11-16 17:29:45
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bhp-mitsubishi-alliance-to-suspend-saraji-south-coal-mine-in-queensland-1410613.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-16 17:29:45
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bir-global-recycled-steel-market-sees-brief-stability-before-demand-weakens-1414223.htm,,,109.0,,,"and downstream industries under strain. In the Middle East, Saudi Arabia maintained firm market conditions supported by stable mill demand and limited supply. The UAE, meanwhile, kept its AED 400/mt ($109/mt) export duty to prioritize domestic needs. BIR statistics: sharp regional divergences According to Rolf Willeke, statistics advisor for BIR, global scrap usage patterns diverged sharply in the",2025-11-16 17:29:54
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bir-recycled-steel-market-trends-2025-global-prices-struggle-amid-economic-uncertainty-1400986.htm,,,40.0,,,"port market. Simultaneously, European finished steel prices remain under pressure, curbing prospects for a broader recovery. US: Temporary stabilization amid weak demand Recycled steel prices dropped $40/mt in April and May, after an earlier $80/mt rise. Stabilization occurred in June and July due to rapid dealer-mill negotiations and temporary mill outages. While import tariffs have helped domest",2025-11-16 17:30:00
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bir-recycled-steel-market-trends-2025-global-prices-struggle-amid-economic-uncertainty-1400986.htm,,,80.0,,,"shed steel prices remain under pressure, curbing prospects for a broader recovery. US: Temporary stabilization amid weak demand Recycled steel prices dropped $40/mt in April and May, after an earlier $80/mt rise. Stabilization occurred in June and July due to rapid dealer-mill negotiations and temporary mill outages. While import tariffs have helped domestic steel production, consumer demand indic",2025-11-16 17:30:00
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazils-cbmm-plans-increase-of-niobium-production-ahead-of-demand-1417297.htm,,Q3 2025,27.0,,,"tteries utilizing lithium-ion and niobium technologies have been tested. Niobium ferroalloys remain among the most valuable raw materials in the steel sector, with CBMM’s product achieving an average price of $27,650 per metric ton, FOB conditions, in its September exports. Tags: Brazil South America Production Similar articles Samarco achieves record production in Q3 29 Oct | Steel News Vale prod",2025-11-16 17:30:22
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/canada-offers-tariff-exemptions-on-select-us-and-chinese-steel-imports-to-support-key-industries-1415925.htm,,,,20.0,40.0,ations at Rose Garden ... 03 Apr | Steel News White House to announce details of Trump reciprocal tariffs at 4 pm. Rose Garden ceremony 02 Apr | Steel News US April scrap prices seen soft sideways to $20-40/gt less as supplies are reported to be growing 27 Mar | Scrap & Raw Materials Canada files complaint with WTO against US steel tariffs 14 Mar | Steel News US domestic rebar and wire rod pricing,2025-11-16 17:30:40
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/cbam-,,2050,,25.0,30.0,"Plan could trigger supply shortages and price surge 31 Oct Free UK Steel calls for decisive action on funding, energy and carbon reform in 2025 Budget 24 Oct Free OECD: S. Africa’s steel sector needs $25-30 billion to cut emissions by 85% by 2050 22 Oct Free RBI: Surging steel imports undermine India’s producers and market prices 22 Oct Free India’s core sector industries record 3% growth in Septe",2025-11-16 17:30:55
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chiles-grupo-cap-posts-a-net-loss-for-q3-2025-1418876.htm,,,84.5,,,"f volume, iron ore shipments declined by 9.7 percent to 3.519 million mt, while iron ore production declined by 16.4 percent to 3.296 million mt, the average iron ore price declined by 5.5 percent to $84.5/mt, with cash cost increasing by 12.6 percent to $53.6/mt. Following the cessation of steel production at Siderurgica Huachipato last year, the group's business operations are now focused on iro",2025-11-16 17:31:06
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chiles-grupo-cap-posts-a-net-loss-for-q3-2025-1418876.htm,,,53.6,,,"3.519 million mt, while iron ore production declined by 16.4 percent to 3.296 million mt, the average iron ore price declined by 5.5 percent to $84.5/mt, with cash cost increasing by 12.6 percent to $53.6/mt. Following the cessation of steel production at Siderurgica Huachipato last year, the group's business operations are now focused on iron ore mining, steel processing, and infrastructure. In",2025-11-16 17:31:06
