source_name,source_url,forecast_date,outlook_date,price_usd,price_range_min,price_range_max,context,scraped_date
capital.com,https://capital.com/en-gb/analysis/barrick-gold-stock-forecast,"16:33 (UTC), 8 May 2025",April 2026,,30.42,44.86,"of this quarter, which declined to $27.42 CAD by April 2026. Meanwhile, TipRanks aggregated a $35.07 CAD share price Barrick Gold in a year, from 12 Wall Street analysts’ price targets, in a range of $30.42-$44.86 CAD. This represented a 32.48% potential upside, based on its most recent price of $26.47 CAD. Of the analysts, nine gave a ‘strong buy’, and the remaining three a ‘hold’ – resulting in",2025-11-08 08:54:43
capital.com,https://capital.com/en-gb/analysis/barrick-gold-stock-forecast,"16:33 (UTC), 8 May 2025",April 2026,,30.42,44.86,"the end of this quarter, which declined to $27.42 CAD by April 2026. Meanwhile, TipRanks aggregated a $35.07 CAD share price Barrick Gold in a year, from 12 Wall Street analysts’ price targets, in a range of $30.42-$44.86 CAD. This represented a 32.48% potential upside, based on its most recent price of $26.47 CAD. Of the analysts, nine gave a ‘strong buy’, and the remaining three a ‘hold’ – resu",2025-11-08 08:54:43
capital.com,https://capital.com/en-gb/analysis/barrick-gold-stock-forecast,"16:33 (UTC), 8 May 2025",April 2026,26.47,,,"ted a $35.07 CAD share price Barrick Gold in a year, from 12 Wall Street analysts’ price targets, in a range of $30.42-$44.86 CAD. This represented a 32.48% potential upside, based on its most recent price of $26.47 CAD. Of the analysts, nine gave a ‘strong buy’, and the remaining three a ‘hold’ – resulting in a ‘strong buy’. MarketBeat provided a ‘moderate buy’ based on 15 analysts, of whom five",2025-11-08 08:54:43
capital.com,https://capital.com/en-au/analysis/iron-ore-price-forecast,"12:21 (UTC), 29 August 2025 Updated",2025,101.57,,,"eased fluctuations due to decarbonisation efforts, the introduction of additional mining capacity and evolving trade flows. Iron ore price history As of 22 August 2025, iron ore was trading at around $101.57 per tonne, up by 1% from the start of the year ($100.61) and 3.6% higher than the same period last year ($98.00). Past performance is not a reliable indicator of future results. Iron ore price",2025-11-08 08:54:45
capital.com,https://capital.com/en-au/analysis/iron-ore-price-forecast,"12:21 (UTC), 29 August 2025 Updated",2025,95.0,,,"results. Iron ore price forecast for 2025 and beyond As of 22 August 2025, third-party iron ore price forecasts indicated a softer outlook for the year ahead. Scotiabank expected iron ore to average $95 per tonne in 2025, marking a 13.6% fall from the 2024 average, with prices projected to move lower to $90 in 2026.. ING Think forecast an average of $100 per tonne for 2025, falling to $95 in 2026",2025-11-08 08:54:45
capital.com,https://capital.com/en-au/analysis/iron-ore-price-forecast,"12:21 (UTC), 29 August 2025 Updated",2025,100.0,,,"ahead. Scotiabank expected iron ore to average $95 per tonne in 2025, marking a 13.6% fall from the 2024 average, with prices projected to move lower to $90 in 2026.. ING Think forecast an average of $100 per tonne for 2025, falling to $95 in 2026. The World Bank projected a similar trajectory, with iron ore forecast to average $95 in 2025 and declining further to $88 in 2026. Consensus among thes",2025-11-08 08:54:45
capital.com,https://capital.com/en-au/analysis/barrick-gold-stock-forecast,"15:05 (UTC), 8 May 2025",April 2026,,30.42,44.86,"of this quarter, which declined to $27.42 CAD by April 2026. Meanwhile, TipRanks aggregated a $35.07 CAD share price Barrick Gold in a year, from 12 Wall Street analysts’ price targets, in a range of $30.42-$44.86 CAD. This represented a 32.48% potential upside, based on its most recent price of $26.47 CAD. Of the analysts, nine gave a ‘strong buy’, and the remaining three a ‘hold’ – resulting in",2025-11-08 08:54:48
capital.com,https://capital.com/en-au/analysis/barrick-gold-stock-forecast,"15:05 (UTC), 8 May 2025",April 2026,,30.42,44.86,"the end of this quarter, which declined to $27.42 CAD by April 2026. Meanwhile, TipRanks aggregated a $35.07 CAD share price Barrick Gold in a year, from 12 Wall Street analysts’ price targets, in a range of $30.42-$44.86 CAD. This represented a 32.48% potential upside, based on its most recent price of $26.47 CAD. Of the analysts, nine gave a ‘strong buy’, and the remaining three a ‘hold’ – resu",2025-11-08 08:54:48
capital.com,https://capital.com/en-au/analysis/barrick-gold-stock-forecast,"15:05 (UTC), 8 May 2025",April 2026,26.47,,,"ted a $35.07 CAD share price Barrick Gold in a year, from 12 Wall Street analysts’ price targets, in a range of $30.42-$44.86 CAD. This represented a 32.48% potential upside, based on its most recent price of $26.47 CAD. Of the analysts, nine gave a ‘strong buy’, and the remaining three a ‘hold’ – resulting in a ‘strong buy’. MarketBeat provided a ‘moderate buy’ based on 15 analysts, of whom five",2025-11-08 08:54:48
capital.com,https://capital.com/en-gb/analysis/iron-ore-price-forecast,"12:26 (UTC), 29 August 2025 Updated",2025,101.57,,,"eased fluctuations due to decarbonisation efforts, the introduction of additional mining capacity and evolving trade flows. Iron ore price history As of 22 August 2025, iron ore was trading at around $101.57 per tonne, up by 1% from the start of the year ($100.61) and 3.6% higher than the same period last year ($98.00). Past performance is not a reliable indicator of future results. Iron ore price",2025-11-08 08:54:52
capital.com,https://capital.com/en-gb/analysis/iron-ore-price-forecast,"12:26 (UTC), 29 August 2025 Updated",2025,95.0,,,"results. Iron ore price forecast for 2025 and beyond As of 22 August 2025, third-party iron ore price forecasts indicated a softer outlook for the year ahead. Scotiabank expected iron ore to average $95 per tonne in 2025, marking a 13.6% fall from the 2024 average, with prices projected to move lower to $90 in 2026.. ING Think forecast an average of $100 per tonne for 2025, falling to $95 in 2026",2025-11-08 08:54:52
capital.com,https://capital.com/en-gb/analysis/iron-ore-price-forecast,"12:26 (UTC), 29 August 2025 Updated",2025,100.0,,,"ahead. Scotiabank expected iron ore to average $95 per tonne in 2025, marking a 13.6% fall from the 2024 average, with prices projected to move lower to $90 in 2026.. ING Think forecast an average of $100 per tonne for 2025, falling to $95 in 2026. The World Bank projected a similar trajectory, with iron ore forecast to average $95 in 2025 and declining further to $88 in 2026. Consensus among thes",2025-11-08 08:54:52
